O*NET-SOC Code,total_technologies,hot_technologies,in_demand_technologies,unique_tech_categories,hot_tech_ratio,in_demand_ratio,avg_tech_sophistication,category_distribution,tech_intensity_score,SOC_Detailed,detailed_title,major_code,major_title,minor_code,minor_title,broad_code,broad_title
53-1042.01,11,7,4,9,0.6363636363636364,0.3636363636363636,1.2727272727272727,"{'Electronic mail software': 2, 'Data base user interface and query software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Enterprise resource planning ERP software': 1, 'Internet browser software': 1, 'Calendar and scheduling software': 1}",13.244919786096258,53-1042,,,,,,,
53-1043.00,35,7,6,14,0.2,0.1714285714285714,0.4,"{'Materials requirements planning logistics and supply chain software': 20, 'Mobile location based services software': 2, 'Bar coding software': 1, 'Enterprise resource planning ERP software': 2, 'Accounting software': 1, 'Map creation software': 1, 'Data base user interface and query software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Calendar and scheduling software': 1, 'Internet browser software': 1}",5.647058823529412,53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1040,First-Line Supervisors of Transportation and Material Moving Workers
53-1044.00,17,7,1,14,0.4117647058823529,0.0588235294117647,0.8235294117647058,"{'Mobile location based services software': 2, 'Enterprise resource planning ERP software': 2, 'Accounting software': 1, 'Inventory management software': 1, 'Data base user interface and query software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Point of sale POS software': 1, 'Calendar and scheduling software': 2, 'Time accounting software': 1, 'Internet browser software': 1}",9.03529411764706,53-1044,First-Line Supervisors of Passenger Attendants,53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1040,First-Line Supervisors of Transportation and Material Moving Workers
53-2011.00,24,6,0,12,0.25,0.0,1.375,"{'Information retrieval or search software': 2, 'Data base user interface and query software': 11, 'Object or component oriented development software': 1, 'Route navigation software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Process mapping and design software': 1, 'Word processing software': 1, 'Analytical or scientific software': 1, 'Calendar and scheduling software': 1}",10.504411764705882,53-2011,"Airline Pilots, Copilots, and Flight Engineers",53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2010,Aircraft Pilots and Flight Engineers
53-2012.00,33,2,0,13,0.0606060606060606,0.0,1.696969696969697,"{'Graphics or photo imaging software': 1, 'Charting software': 1, 'Information retrieval or search software': 2, 'Project management software': 1, 'Data base user interface and query software': 10, 'Aviation ground support software': 1, 'Analytical or scientific software': 10, 'Map creation software': 2, 'Flight control software': 1, 'Office suite software': 1, 'Route navigation software': 1, 'Calendar and scheduling software': 1, 'Development environment software': 1}",10.643850267379678,53-2012,Commercial Pilots,53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2010,Aircraft Pilots and Flight Engineers
53-2021.00,20,8,2,11,0.4,0.1,0.75,"{'Document management software': 1, 'Expert system software': 3, 'Flight control software': 7, 'Enterprise resource planning ERP software': 2, 'Data base user interface and query software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Web page creation and editing software': 1}",8.691176470588236,53-2021,Air Traffic Controllers,53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2020,Air Traffic Controllers and Airfield Operations Specialists
53-2022.00,25,14,2,16,0.56,0.08,1.36,"{'Graphics or photo imaging software': 1, 'Data base user interface and query software': 7, 'Application server software': 1, 'Expert system software': 1, 'Enterprise application integration software': 1, 'Internet protocol IP multimedia subsystem software': 1, 'Accounting software': 1, 'Operating system software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Cloud-based data access and sharing software': 1, 'Word processing software': 2, 'Calendar and scheduling software': 1, 'Enterprise resource planning ERP software': 1}",13.576470588235296,53-2022,Airfield Operations Specialists,53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2020,Air Traffic Controllers and Airfield Operations Specialists
53-2031.00,12,6,4,8,0.5,0.3333333333333333,0.5833333333333334,"{'Calendar and scheduling software': 5, 'Computer based training software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Operating system software': 1, 'Word processing software': 1}",8.481372549019609,53-2031,Flight Attendants,53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2030,Flight Attendants
53-3011.00,8,4,0,6,0.5,0.0,0.75,"{'Helpdesk or call center software': 1, 'Map creation software': 1, 'Spreadsheet software': 2, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 2}",9.126470588235296,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
53-3031.00,11,2,0,7,0.1818181818181818,0.0,0.7272727272727273,"{'Project management software': 2, 'Inventory management software': 1, 'Map creation software': 2, 'Communications server software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Data base user interface and query software': 3}",5.972192513368984,53-3031,Driver/Sales Workers,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3030,Driver/Sales Workers and Truck Drivers
53-3032.00,20,6,0,14,0.3,0.0,1.0,"{'Word processing software': 3, 'Time accounting software': 1, 'Route navigation software': 2, 'Inventory management software': 2, 'Data base user interface and query software': 3, 'Desktop communications software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Operating system software': 1, 'Analytical or scientific software': 1, 'Materials requirements planning logistics and supply chain software': 1, 'Enterprise resource planning ERP software': 1, 'Video creation and editing software': 1}",8.941176470588236,53-3032,Heavy and Tractor-Trailer Truck Drivers,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3030,Driver/Sales Workers and Truck Drivers
53-3033.00,13,3,0,10,0.2307692307692307,0.0,0.5384615384615384,"{'Route navigation software': 1, 'Inventory management software': 2, 'Desktop communications software': 1, 'Industrial control software': 3, 'Communications server software': 1, 'Internet browser software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Operating system software': 1, 'Data base user interface and query software': 1}",5.6117647058823525,53-3033,Light Truck Drivers,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3030,Driver/Sales Workers and Truck Drivers
53-3051.00,3,1,0,3,0.3333333333333333,0.0,1.0,"{'Map creation software': 1, 'Operating system software': 1, 'Internet browser software': 1}",8.474509803921567,53-3051,"Bus Drivers, School",53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3050,Passenger Vehicle Drivers
53-3052.00,4,1,0,3,0.25,0.0,0.75,"{'Map creation software': 2, 'Operating system software': 1, 'Internet browser software': 1}",6.438235294117647,53-3052,"Bus Drivers, Transit and Intercity",53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3050,Passenger Vehicle Drivers
53-3053.00,18,4,0,8,0.2222222222222222,0.0,0.6111111111111112,"{'Data base user interface and query software': 3, 'Map creation software': 1, 'Mobile location based services software': 9, 'Web page creation and editing software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Operating system software': 1, 'Internet browser software': 1}",6.12483660130719,53-3053,Shuttle Drivers and Chauffeurs,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3050,Passenger Vehicle Drivers
53-3054.00,15,4,0,6,0.2666666666666666,0.0,0.6666666666666666,"{'Data base user interface and query software': 3, 'Mobile location based services software': 8, 'Web page creation and editing software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Operating system software': 1}",6.705882352941177,53-3054,Taxi Drivers,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3050,Passenger Vehicle Drivers
53-4011.00,5,2,0,5,0.4,0.0,0.4,"{'Expert system software': 1, 'Spreadsheet software': 1, 'Word processing software': 1, 'Route navigation software': 1, 'Time accounting software': 1}",6.23529411764706,53-4011,Locomotive Engineers,53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4010,Locomotive Engineers and Operators
53-4013.00,8,0,0,6,0.0,0.0,0.375,"{'Expert system software': 1, 'Facilities management software': 1, 'Industrial control software': 2, 'Inventory management software': 2, 'Data base user interface and query software': 1, 'Internet browser software': 1}",2.251470588235294,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4010,Locomotive Engineers and Operators
53-4022.00,6,2,2,6,0.3333333333333333,0.3333333333333333,0.6666666666666666,"{'Data base user interface and query software': 1, 'Expert system software': 1, 'Spreadsheet software': 1, 'Electronic mail software': 1, 'Route navigation software': 1, 'Time accounting software': 1}",6.949019607843137,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
53-4031.00,14,5,0,9,0.3571428571428571,0.0,0.3571428571428571,"{'Industrial control software': 4, 'Materials requirements planning logistics and supply chain software': 2, 'Inventory management software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Expert system software': 1}",6.015966386554623,53-4031,Railroad Conductors and Yardmasters,53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4030,Railroad Conductors and Yardmasters
53-4041.00,2,1,0,2,0.5,0.0,1.0,"{'Office suite software': 1, 'Word processing software': 1}",10.094117647058823,53-4041,Subway and Streetcar Operators,53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4040,Subway and Streetcar Operators
53-5011.00,12,6,0,8,0.5,0.0,1.3333333333333333,"{'Facilities management software': 1, 'Data base user interface and query software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Operating system software': 2, 'Word processing software': 2}",12.231372549019609,53-5011,Sailors and Marine Oilers,53-0000,Transportation and Material Moving Occupations,53-5000,Water Transportation Workers,53-5010,Sailors and Marine Oilers
53-5021.00,18,7,3,13,0.3888888888888889,0.1666666666666666,0.9444444444444444,"{'Operating system software': 1, 'Computer aided design CAD software': 1, 'Facilities management software': 1, 'Route navigation software': 5, 'Analytical or scientific software': 1, 'Data base user interface and query software': 2, 'Spreadsheet software': 1, 'Calendar and scheduling software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Materials requirements planning logistics and supply chain software': 1}",9.458169934640525,53-5021,"Captains, Mates, and Pilots of Water Vessels",53-0000,Transportation and Material Moving Occupations,53-5000,Water Transportation Workers,53-5020,Ship and Boat Captains and Operators
53-5022.00,8,0,0,5,0.0,0.0,0.875,"{'Expert system software': 2, 'Map creation software': 1, 'Analytical or scientific software': 2, 'Mobile location based services software': 2, 'Internet browser software': 1}",4.751470588235295,53-5022,Motorboat Operators,53-0000,Transportation and Material Moving Occupations,53-5000,Water Transportation Workers,53-5020,Ship and Boat Captains and Operators
