SOC Code,detailed_title,major_code,major_title,minor_code,minor_title,broad_code,broad_title,normalized_SOC_Code,normalized_major_code,normalized_minor_code,normalized_broad_code
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",519023,51,519,5190
51-9031,"Cutters and Trimmers, Hand",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9030,Cutting Workers,519031,51,519,5190
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9030,Cutting Workers,519032,51,519,5190
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",519041,51,519,5190
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",519051,51,519,5190
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",519061,51,519,5190
51-9071,Jewelers and Precious Stone and Metal Workers,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9070,Jewelers and Precious Stone and Metal Workers,519071,51,519,5190
51-9081,Dental Laboratory Technicians,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,519081,51,519,5190
51-9082,Medical Appliance Technicians,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,519082,51,519,5190
51-9083,Ophthalmic Laboratory Technicians,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,519083,51,519,5190
51-9111,Packaging and Filling Machine Operators and Tenders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9110,Packaging and Filling Machine Operators and Tenders,519111,51,519,5191
51-9123,"Painting, Coating, and Decorating Workers",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9120,Painting Workers,519123,51,519,5191
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9120,Painting Workers,519124,51,519,5191
51-9141,Semiconductor Processing Technicians,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9140,Semiconductor Processing Technicians,519141,51,519,5191
51-9151,Photographic Process Workers and Processing Machine Operators,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9150,Photographic Process Workers and Processing Machine Operators,519151,51,519,5191
51-9161,Computer Numerically Controlled Tool Operators,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9160,Computer Numerically Controlled Tool Operators and Programmers,519161,51,519,5191
51-9162,Computer Numerically Controlled Tool Programmers,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9160,Computer Numerically Controlled Tool Operators and Programmers,519162,51,519,5191
51-9191,Adhesive Bonding Machine Operators and Tenders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,519191,51,519,5191
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,519192,51,519,5191
51-9193,Cooling and Freezing Equipment Operators and Tenders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,519193,51,519,5191
51-9194,Etchers and Engravers,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,519194,51,519,5191
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,519195,51,519,5191
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,519196,51,519,5191
51-9197,Tire Builders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,519197,51,519,5191
51-9198,Helpers--Production Workers,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,519198,51,519,5191
51-9199,"Production Workers, All Other",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,519199,51,519,5191
53-1041,Aircraft Cargo Handling Supervisors,53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1040,First-Line Supervisors of Transportation and Material Moving Workers,531041,53,531,5310
53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1040,First-Line Supervisors of Transportation and Material Moving Workers,531042,53,531,5310
53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1040,First-Line Supervisors of Transportation and Material Moving Workers,531043,53,531,5310
53-1044,First-Line Supervisors of Passenger Attendants,53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1040,First-Line Supervisors of Transportation and Material Moving Workers,531044,53,531,5310
53-1049,"First-Line Supervisors of Transportation Workers, All Other",53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1040,First-Line Supervisors of Transportation and Material Moving Workers,531049,53,531,5310
53-2011,"Airline Pilots, Copilots, and Flight Engineers",53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2010,Aircraft Pilots and Flight Engineers,532011,53,532,5320
53-2012,Commercial Pilots,53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2010,Aircraft Pilots and Flight Engineers,532012,53,532,5320
53-2021,Air Traffic Controllers,53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2020,Air Traffic Controllers and Airfield Operations Specialists,532021,53,532,5320
53-2022,Airfield Operations Specialists,53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2020,Air Traffic Controllers and Airfield Operations Specialists,532022,53,532,5320
53-2031,Flight Attendants,53-0000,Transportation and Material Moving Occupations,53-2000,Air Transportation Workers,53-2030,Flight Attendants,532031,53,532,5320
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",533011,53,533,5330
53-3031,Driver/Sales Workers,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3030,Driver/Sales Workers and Truck Drivers,533031,53,533,5330
53-3032,Heavy and Tractor-Trailer Truck Drivers,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3030,Driver/Sales Workers and Truck Drivers,533032,53,533,5330
53-3033,Light Truck Drivers,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3030,Driver/Sales Workers and Truck Drivers,533033,53,533,5330
53-3051,"Bus Drivers, School",53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3050,Passenger Vehicle Drivers,533051,53,533,5330
53-3052,"Bus Drivers, Transit and Intercity",53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3050,Passenger Vehicle Drivers,533052,53,533,5330
53-3053,Shuttle Drivers and Chauffeurs,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3050,Passenger Vehicle Drivers,533053,53,533,5330
53-3054,Taxi Drivers,53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3050,Passenger Vehicle Drivers,533054,53,533,5330
53-3099,"Motor Vehicle Operators, All Other",53-0000,Transportation and Material Moving Occupations,53-3000,Motor Vehicle Operators,53-3090,Miscellaneous Motor Vehicle Operators,533099,53,533,5330
53-4011,Locomotive Engineers,53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4010,Locomotive Engineers and Operators,534011,53,534,5340
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4010,Locomotive Engineers and Operators,534013,53,534,5340
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",534022,53,534,5340
53-4031,Railroad Conductors and Yardmasters,53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4030,Railroad Conductors and Yardmasters,534031,53,534,5340
53-4041,Subway and Streetcar Operators,53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4040,Subway and Streetcar Operators,534041,53,534,5340
53-4099,"Rail Transportation Workers, All Other",53-0000,Transportation and Material Moving Occupations,53-4000,Rail Transportation Workers,53-4090,Miscellaneous Rail Transportation Workers,534099,53,534,5340
53-5011,Sailors and Marine Oilers,53-0000,Transportation and Material Moving Occupations,53-5000,Water Transportation Workers,53-5010,Sailors and Marine Oilers,535011,53,535,5350
53-5021,"Captains, Mates, and Pilots of Water Vessels",53-0000,Transportation and Material Moving Occupations,53-5000,Water Transportation Workers,53-5020,Ship and Boat Captains and Operators,535021,53,535,5350
53-5022,Motorboat Operators,53-0000,Transportation and Material Moving Occupations,53-5000,Water Transportation Workers,53-5020,Ship and Boat Captains and Operators,535022,53,535,5350
53-5031,Ship Engineers,53-0000,Transportation and Material Moving Occupations,53-5000,Water Transportation Workers,53-5030,Ship Engineers,535031,53,535,5350
53-6011,Bridge and Lock Tenders,53-0000,Transportation and Material Moving Occupations,53-6000,Other Transportation Workers,53-6010,Bridge and Lock Tenders,536011,53,536,5360
53-6021,Parking Attendants,53-0000,Transportation and Material Moving Occupations,53-6000,Other Transportation Workers,53-6020,Parking Attendants,536021,53,536,5360
53-6031,Automotive and Watercraft Service Attendants,53-0000,Transportation and Material Moving Occupations,53-6000,Other Transportation Workers,53-6030,Transportation Service Attendants,536031,53,536,5360
53-6032,Aircraft Service Attendants,53-0000,Transportation and Material Moving Occupations,53-6000,Other Transportation Workers,53-6030,Transportation Service Attendants,536032,53,536,5360
53-6041,Traffic Technicians,53-0000,Transportation and Material Moving Occupations,53-6000,Other Transportation Workers,53-6040,Traffic Technicians,536041,53,536,5360
53-6051,Transportation Inspectors,53-0000,Transportation and Material Moving Occupations,53-6000,Other Transportation Workers,53-6050,Transportation Inspectors,536051,53,536,5360
53-6061,Passenger Attendants,53-0000,Transportation and Material Moving Occupations,53-6000,Other Transportation Workers,53-6060,Passenger Attendants,536061,53,536,5360
53-6099,"Transportation Workers, All Other",53-0000,Transportation and Material Moving Occupations,53-6000,Other Transportation Workers,53-6090,Miscellaneous Transportation Workers,536099,53,536,5360
53-7011,Conveyor Operators and Tenders,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7010,Conveyor Operators and Tenders,537011,53,537,5370
53-7021,Crane and Tower Operators,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7020,Crane and Tower Operators,537021,53,537,5370
53-7031,Dredge Operators,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7030,Dredge Operators,537031,53,537,5370
53-7041,Hoist and Winch Operators,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7040,Hoist and Winch Operators,537041,53,537,5370
53-7051,Industrial Truck and Tractor Operators,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7050,Industrial Truck and Tractor Operators,537051,53,537,5370
53-7061,Cleaners of Vehicles and Equipment,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7060,Laborers and Material Movers,537061,53,537,5370
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7060,Laborers and Material Movers,537062,53,537,5370
53-7063,Machine Feeders and Offbearers,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7060,Laborers and Material Movers,537063,53,537,5370
53-7064,"Packers and Packagers, Hand",53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7060,Laborers and Material Movers,537064,53,537,5370
53-7065,Stockers and Order Fillers,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7060,Laborers and Material Movers,537065,53,537,5370
53-7071,Gas Compressor and Gas Pumping Station Operators,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7070,Pumping Station Operators,537071,53,537,5370
53-7072,"Pump Operators, Except Wellhead Pumpers",53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7070,Pumping Station Operators,537072,53,537,5370
53-7073,Wellhead Pumpers,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7070,Pumping Station Operators,537073,53,537,5370
53-7081,Refuse and Recyclable Material Collectors,53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7080,Refuse and Recyclable Material Collectors,537081,53,537,5370
53-7121,"Tank Car, Truck, and Ship Loaders",53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7120,"Tank Car, Truck, and Ship Loaders",537121,53,537,5371
53-7199,"Material Moving Workers, All Other",53-0000,Transportation and Material Moving Occupations,53-7000,Material Moving Workers,53-7190,Miscellaneous Material Moving Workers,537199,53,537,5371
55-1011,Air Crew Officers,55-0000,Military Specific Occupations,55-1000,Military Officer Special and Tactical Operations Leaders,55-1010,Military Officer Special and Tactical Operations Leaders,551011,55,551,5510
55-1012,Aircraft Launch and Recovery Officers,55-0000,Military Specific Occupations,55-1000,Military Officer Special and Tactical Operations Leaders,55-1010,Military Officer Special and Tactical Operations Leaders,551012,55,551,5510
55-1013,Armored Assault Vehicle Officers,55-0000,Military Specific Occupations,55-1000,Military Officer Special and Tactical Operations Leaders,55-1010,Military Officer Special and Tactical Operations Leaders,551013,55,551,5510
55-1014,Artillery and Missile Officers,55-0000,Military Specific Occupations,55-1000,Military Officer Special and Tactical Operations Leaders,55-1010,Military Officer Special and Tactical Operations Leaders,551014,55,551,5510
55-1015,Command and Control Center Officers,55-0000,Military Specific Occupations,55-1000,Military Officer Special and Tactical Operations Leaders,55-1010,Military Officer Special and Tactical Operations Leaders,551015,55,551,5510
55-1016,Infantry Officers,55-0000,Military Specific Occupations,55-1000,Military Officer Special and Tactical Operations Leaders,55-1010,Military Officer Special and Tactical Operations Leaders,551016,55,551,5510
55-1017,Special Forces Officers,55-0000,Military Specific Occupations,55-1000,Military Officer Special and Tactical Operations Leaders,55-1010,Military Officer Special and Tactical Operations Leaders,551017,55,551,5510
55-1019,"Military Officer Special and Tactical Operations Leaders, All Other",55-0000,Military Specific Occupations,55-1000,Military Officer Special and Tactical Operations Leaders,55-1010,Military Officer Special and Tactical Operations Leaders,551019,55,551,5510
55-2011,First-Line Supervisors of Air Crew Members,55-0000,Military Specific Occupations,55-2000,First-Line Enlisted Military Supervisors,55-2010,First-Line Enlisted Military Supervisors,552011,55,552,5520
55-2012,First-Line Supervisors of Weapons Specialists/Crew Members,55-0000,Military Specific Occupations,55-2000,First-Line Enlisted Military Supervisors,55-2010,First-Line Enlisted Military Supervisors,552012,55,552,5520
55-2013,First-Line Supervisors of All Other Tactical Operations Specialists,55-0000,Military Specific Occupations,55-2000,First-Line Enlisted Military Supervisors,55-2010,First-Line Enlisted Military Supervisors,552013,55,552,5520
55-3011,Air Crew Members,55-0000,Military Specific Occupations,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,553011,55,553,5530
55-3012,Aircraft Launch and Recovery Specialists,55-0000,Military Specific Occupations,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,553012,55,553,5530
55-3013,Armored Assault Vehicle Crew Members,55-0000,Military Specific Occupations,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,553013,55,553,5530
55-3014,Artillery and Missile Crew Members,55-0000,Military Specific Occupations,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,553014,55,553,5530
55-3015,Command and Control Center Specialists,55-0000,Military Specific Occupations,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,553015,55,553,5530
55-3016,Infantry,55-0000,Military Specific Occupations,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,553016,55,553,5530
55-3018,Special Forces,55-0000,Military Specific Occupations,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,553018,55,553,5530
55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",55-0000,Military Specific Occupations,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,553019,55,553,5530
